"Date","Price","Daily Active Deposits","Transaction Volume","Amount held by top addresses","Amount held by top exchange addresses","Amount held by top non-exchange addresses","Age Consumed","Velocity","Coin Supply on Exchanges","Coin Supply on Exchanges (as % of total supply)","Coin Supply outside of Exchanges","Exchange Inflow","Exchange Outflow","Exchange Flow Balance"
"2018-09-12T12:00:00.000Z","0.253495","","671748.5452856622","766513405.9546435","121243718.34464307","654867127.8843005","80182966.61996749","1.8610184665176372","131536758.17864724","13.153675817863647","868463241.8214345","229346.2157537734","-119940.23608887331","109405.97966490012"
"2018-09-13T00:00:00.000Z","0.270956","23","480404.72753885644","766741603.9535027","121471916.34350216","654867127.8843005","39164423.95570924","1.5405045873514307","131614647.64713529","13.161464764712452","868385352.3529465","197579.15667908176","-137111.58033704993","60467.57634203183"
"2018-09-13T12:00:00.000Z","0.271776","","378306.2564609982","766741603.9535027","121471916.34350216","654867127.8843005","8653224.404212149","1.5405045873514307","131614647.64713529","13.161464764712452","868385352.3529465","119232.78300000002","-101810.89085399007","17421.892146009963"
"2018-09-14T00:00:00.000Z","0.272974","14","343130.92827957595","766861715.938027","121592028.32802661","654867127.8843005","22936790.20877443","1.530162770541948","131560516.28785887","13.156051628784812","868439483.7122229","107477.2744075318","-108519.48842791199","-1042.2140203802046"
"2018-09-14T12:00:00.000Z","0.268898","","208549.67409336273","766861715.938027","121592028.32802661","654867127.8843005","4450518.425838847","1.530162770541948","131560516.28785887","13.156051628784812","868439483.7122229","23979.7616288957","-77068.90688493215","-53089.14525603644"
"2018-09-15T00:00:00.000Z","0.272614","9","1779072.9802994614","765236018.9730271","119966331.3630266","654867127.8843005","10757921.50251736","1.0476173432512785","131337664.42031693","13.13376644203062","868662335.5797648","10000","-89188.65551773475","-79188.65551773475"
"2018-09-15T12:00:00.000Z","0.269288","","306056.29772506334","765236018.9730271","119966331.3630266","654867127.8843005","15415672.217714936","1.0476173432512785","131337664.42031693","13.13376644203062","868662335.5797648","53456.33299999999","-197119.5450241996","-143663.2120241996"
"2018-09-16T00:00:00.000Z","0.273693","12","192740.39033729417","765234075.339027","119964387.72902662","654867127.8843005","4751348.410484513","1.1957124401786179","131184864.02791116","13.118486402790042","868815135.9721706","16131.402462131622","-89520.4440436","-73389.04158146837"
"2018-09-16T12:00:00.000Z","0.273865","","183282.12233403564","765234075.339027","119964387.72902662","654867127.8843005","6590266.628862164","1.1957124401786179","131184864.02791116","13.118486402790042","868815135.9721706","22771.39162247","-102182.74244678282","-79411.35082431282"
"2018-09-17T00:00:00.000Z","0.2799212659","17","2443336.470815702","763715708.3295004","118446020.71949998","654867127.8843005","54958607.25318217","1.2289531807323473","130992139.17530768","13.099213917529696","869007860.8247741","157346.848","-292069.8061287419","-134722.95812874194"
"2018-09-17T12:00:00.000Z","0.268721","","310407.4269548779","763715708.3295004","118446020.71949998","654867127.8843005","13107912.352716276","1.2289531807323473","130992139.17530768","13.099213917529696","869007860.8247741","86573.0074733677","-144574.901948102","-58001.89447473427"
"2018-09-18T00:00:00.000Z","0.287399","26","1376831.8866853947","763994104.9973444","118724417.38734393","654867127.8843005","94033363.69858432","1.6764802702650545","131064462.34795988","13.106446234794916","868935537.6521219","200026.7025304917","-120825.28273974445","79201.41979074724"
"2018-09-18T12:00:00.000Z","0.291212","","534483.4767669269","763994104.9973444","118724417.38734393","654867127.8843005","32146535.575401943","1.6764802702650545","131064462.34795988","13.106446234794916","868935537.6521219","141248.08938569122","-148126.33652424265","-6878.2471385514045"
"2018-09-19T00:00:00.000Z","0.321784","81","5530239.0252825655","765601783.7237695","120332096.11376914","654267127.8843005","306713912.2969718","1.5049164291198476","130639698.52627146","13.063969852626078","869360301.4738103","1440031.805876833","-2023651.847707601","-583620.0418307683"
"2018-09-19T12:00:00.000Z","0.329173","","850528.6067424949","765601783.7237695","120332096.11376914","654267127.8843005","28283257.276062433","1.5049164291198476","130639698.52627146","13.063969852626078","869360301.4738103","365238.946728","-206382.72658564325","158856.22014235676"
"2018-09-20T00:00:00.000Z","0.37732308070000004","146","20065357.51090878","764558350.0702871","119288662.4602867","654414493.521817","376634275.34585595","2.5750398551751044","127569698.80117719","12.756969880116674","872430301.1989046","1790716.6759658873","-6075544.899089361","-4284828.223123473"
"2018-09-20T12:00:00.000Z","0.358403","","5057185.708986948","764558350.0702871","119288662.4602867","654414493.521817","77661685.12880018","2.5750398551751044","127569698.80117719","12.756969880116674","872430301.1989046","1878289.347834464","-663460.8498052716","1214828.4980291927"
"2018-09-21T00:00:00.000Z","0.355433","60","6853636.619919306","763182530.0662651","117912842.45626463","654267127.8843005","25864578.87935404","1.9549092445840202","128896432.95266314","12.88964329526526","871103567.0474186","1427977.7542557842","-530068.371488922","897909.3827668626"
